c0	1
c1	1
c2	1
c3	1
c4	1
c5	1
c6	1
c7	1
c8	1
c9	1
c10	1
c11	1
c12	1
c13	1
c14	1
c15	1
c16	1
c17	1
c18	1
c19	1
c20	1
c21	1
c22	1
c23	1
c24	1
c25	1
c26	1
c27	1
c28	1
c29	1
c30	1
c31	1
c32	1
c33	1
c34	1
c35	1
c36	1
c37	1
c38	1
c39	1
c40	2
c41	2
c42	2
c43	2
c44	2
c45	2
c46	2
c47	2
c48	2
c49	2
c50	2
c51	2
c52	2
c53	2
c54	2
c55	2
c56	2
c57	2
c58	2
c59	2
c60	2
c61	2
c62	2
c63	2
c64	2
c65	2
c66	2
c67	2
c68	2
c69	2
c70	2
c71	2
c72	2
c73	2
c74	2
c75	2
c76	2
c77	2
c78	2
c79	2
c80	2
c81	2
c82	2
c83	2
c84	2
c85	2
c86	2
c87	2
c88	2
c89	2
c90	2
c91	2
c92	2
c93	2
c94	2
c95	2
c96	2
c97	2
c98	2
c99	2
c100	2
c101	2
c102	2
c103	2
c104	2
c105	2
c106	2
c107	2
c108	2
c109	2
c110	2
c111	2
c112	2
c113	2
c114	2
c115	2
c116	2
c117	2
c118	2
c119	2
c120	2
c121	2
c122	2
c123	2
c124	2
c125	2
c126	2
c127	2
c128	2
c129	2
c130	2
c131	2
c132	2
c133	2
c134	2
c135	2
c136	2
c137	2
c138	2
c139	2
c140	2
c141	2
c142	2
c143	2
c144	2
c145	2
c146	2
c147	2
c148	2
c149	2
c150	2
c151	2
c152	2
c153	2
c154	2
c155	2
c156	2
c157	2
c158	2
c159	2
c160	2
c161	2
c162	2
c163	2
c164	2
c165	2
c166	2
c167	2
c168	2
c169	2
c170	2
c171	2
c172	2
c173	2
c174	2
c175	2
c176	2
c177	2
c178	2
c179	2
c180	2
c181	2
c182	2
c183	2
c184	2
c185	2
c186	2
c187	2
c188	2
c189	2
c190	2
c191	2
c192	2
c193	2
c194	2
c195	2
c196	2
c197	2
c198	2
c199	2
c200	2
c201	2
c202	2
c203	2
c204	2
c205	2
c206	2
c207	2
c208	2
c209	2
c210	2
c211	2
c212	2
c213	2
c214	2
c215	2
c216	2
c217	2
c218	2
c219	2
c220	2
c221	2
c222	2
c223	2
c224	2
c225	2
c226	2
c227	2
c228	2
c229	2
c230	2
c231	2
c232	2
c233	2
c234	2
c235	2
c236	2
c237	2
c238	2
c239	2
c240	2
c241	2
c242	2
c243	2
c244	2
c245	2
c246	2
c247	2
c248	2
c249	2
c250	2
c251	2
c252	2
c253	2
c254	2
c255	2
c256	2
c257	2
c258	2
c259	2
c260	2
c261	2
c262	2
c263	2
c264	2
c265	2
c266	2
c267	2
c268	2
c269	2
c270	3
c271	3
c272	3
c273	3
c274	3
c275	3
c276	3
c277	3
c278	3
c279	3
c280	3
c281	3
c282	3
c283	3
c284	3
c285	3
c286	3
c287	3
c288	3
c289	3
c290	3
c291	3
c292	3
c293	3
c294	3
c295	3
c296	3
c297	3
c298	3
c299	3
c300	3
c301	3
c302	3
c303	3
c304	3
c305	3
c306	3
c307	3
c308	3
c309	3
c310	3
c311	3
c312	3
c313	3
c314	3
c315	3
c316	3
c317	3
c318	3
c319	3
c320	3
c321	3
c322	3
c323	3
c324	3
c325	3
c326	3
c327	3
c328	3
c329	3
c330	3
c331	3
c332	3
c333	3
c334	3
c335	3
c336	3
c337	3
c338	3
c339	3
c340	3
c341	3
c342	3
c343	3
c344	3
c345	3
c346	3
c347	3
c348	3
c349	3
c350	3
c351	3
c352	3
c353	3
c354	3
c355	3
c356	3
c357	3
c358	3
c359	3
c360	3
c361	3
c362	3
c363	3
c364	3
c365	3
c366	3
c367	3
c368	3
c369	3
c370	3
c371	3
c372	3
c373	3
c374	3
c375	3
c376	3
c377	3
c378	3
c379	3
c380	3
c381	3
c382	3
c383	3
c384	3
c385	3
c386	3
c387	3
c388	3
c389	3
c390	3
c391	3
c392	3
c393	3
c394	3
c395	3
c396	3
c397	3
c398	3
c399	3
c400	3
c401	3
c402	3
c403	3
c404	3
c405	3
c406	3
c407	3
c408	3
c409	3
c410	3
c411	3
c412	3
c413	3
c414	3
c415	3
c416	3
c417	3
c418	3
c419	3
c420	3
c421	3
c422	3
c423	3
c424	3
c425	3
c426	3
c427	3
c428	3
c429	3
c430	3
c431	3
c432	3
c433	3
c434	3
c435	3
c436	3
c437	3
c438	3
c439	3
c440	3
c441	3
c442	3
c443	3
c444	3
c445	3
c446	3
c447	3
c448	3
c449	3
c450	3
c451	3
c452	3
c453	3
c454	3
c455	3
c456	3
c457	3
c458	3
c459	3
c460	3
c461	3
c462	3
c463	3
c464	3
c465	3
c466	3
c467	3
c468	3
c469	3
c470	3
c471	3
c472	3
c473	3
c474	3
c475	3
c476	3
c477	3
c478	3
c479	3
c480	3
c481	3
c482	3
c483	3
c484	3
c485	3
c486	3
c487	3
c488	3
c489	3
c490	3
c491	3
c492	3
c493	3
c494	3
c495	3
c496	3
c497	3
c498	3
c499	3
