0	gene_0
1	gene_1
2	gene_2
3	gene_3
4	gene_4
5	gene_5
6	gene_6
7	gene_7
8	gene_8
9	gene_9
10	gene_10
11	gene_11
12	gene_12
13	gene_13
14	gene_14
15	gene_15
16	gene_16
17	gene_17
18	gene_18
19	gene_19
20	gene_20
21	gene_21
22	gene_22
23	gene_23
24	gene_24
25	gene_25
26	gene_26
27	gene_27
28	gene_28
29	gene_29
30	gene_30
31	gene_31
32	gene_32
33	gene_33
34	gene_34
35	gene_35
36	gene_36
37	gene_37
38	gene_38
39	gene_39
40	gene_40
41	gene_41
42	gene_42
43	gene_43
44	gene_44
45	gene_45
46	gene_46
47	gene_47
48	gene_48
49	gene_49
50	gene_50
51	gene_51
52	gene_52
53	gene_53
54	gene_54
55	gene_55
56	gene_56
57	gene_57
58	gene_58
59	gene_59
60	gene_60
61	gene_61
62	gene_62
63	gene_63
64	gene_64
65	gene_65
66	gene_66
67	gene_67
68	gene_68
69	gene_69
70	gene_70
71	gene_71
72	gene_72
73	gene_73
74	gene_74
75	gene_75
76	gene_76
77	gene_77
78	gene_78
79	gene_79
80	gene_80
81	gene_81
82	gene_82
83	gene_83
84	gene_84
85	gene_85
86	gene_86
87	gene_87
88	gene_88
89	gene_89
90	gene_90
91	gene_91
92	gene_92
93	gene_93
94	gene_94
95	gene_95
96	gene_96
97	gene_97
98	gene_98
99	gene_99
100	gene_100
101	gene_101
102	gene_102
103	gene_103
104	gene_104
105	gene_105
106	gene_106
107	gene_107
108	gene_108
109	gene_109
110	gene_110
111	gene_111
112	gene_112
113	gene_113
114	gene_114
115	gene_115
116	gene_116
117	gene_117
118	gene_118
119	gene_119
120	gene_120
121	gene_121
122	gene_122
123	gene_123
124	gene_124
125	gene_125
126	gene_126
127	gene_127
128	gene_128
129	gene_129
130	gene_130
131	gene_131
132	gene_132
133	gene_133
134	gene_134
135	gene_135
136	gene_136
137	gene_137
138	gene_138
139	gene_139
140	gene_140
141	gene_141
142	gene_142
143	gene_143
144	gene_144
145	gene_145
146	gene_146
147	gene_147
148	gene_148
149	gene_149
150	gene_150
151	gene_151
152	gene_152
153	gene_153
154	gene_154
155	gene_155
156	gene_156
157	gene_157
158	gene_158
159	gene_159
160	gene_160
161	gene_161
162	gene_162
163	gene_163
164	gene_164
165	gene_165
166	gene_166
167	gene_167
168	gene_168
169	gene_169
170	gene_170
171	gene_171
172	gene_172
173	gene_173
174	gene_174
175	gene_175
176	gene_176
177	gene_177
178	gene_178
179	gene_179
180	gene_180
181	gene_181
182	gene_182
183	gene_183
184	gene_184
185	gene_185
186	gene_186
187	gene_187
188	gene_188
189	gene_189
190	gene_190
191	gene_191
192	gene_192
193	gene_193
194	gene_194
195	gene_195
196	gene_196
197	gene_197
198	gene_198
199	gene_199
200	gene_200
201	gene_201
202	gene_202
203	gene_203
204	gene_204
205	gene_205
206	gene_206
207	gene_207
208	gene_208
209	gene_209
210	gene_210
211	gene_211
212	gene_212
213	gene_213
214	gene_214
215	gene_215
216	gene_216
217	gene_217
218	gene_218
219	gene_219
220	gene_220
221	gene_221
222	gene_222
223	gene_223
224	gene_224
225	gene_225
226	gene_226
227	gene_227
228	gene_228
229	gene_229
230	gene_230
231	gene_231
232	gene_232
233	gene_233
234	gene_234
235	gene_235
236	gene_236
237	gene_237
238	gene_238
239	gene_239
240	gene_240
241	gene_241
242	gene_242
243	gene_243
244	gene_244
245	gene_245
246	gene_246
247	gene_247
248	gene_248
249	gene_249
250	gene_250
251	gene_251
252	gene_252
253	gene_253
254	gene_254
255	gene_255
256	gene_256
257	gene_257
258	gene_258
259	gene_259
260	gene_260
261	gene_261
262	gene_262
263	gene_263
264	gene_264
265	gene_265
266	gene_266
267	gene_267
268	gene_268
269	gene_269
270	gene_270
271	gene_271
272	gene_272
273	gene_273
274	gene_274
275	gene_275
276	gene_276
277	gene_277
278	gene_278
