c0	1
c1	1
c2	1
c3	1
c4	1
c5	1
c6	1
c7	1
c8	1
c9	1
c10	1
c11	1
c12	1
c13	1
c14	1
c15	1
c16	1
c17	1
c18	1
c19	1
c20	1
c21	1
c22	1
c23	1
c24	1
c25	1
c26	1
c27	1
c28	1
c29	1
c30	1
c31	1
c32	1
c33	1
c34	1
c35	1
c36	1
c37	1
c38	1
c39	1
c40	2
c41	2
c42	2
c43	2
c44	2
c45	2
c46	2
c47	2
c48	2
c49	2
c50	2
c51	2
c52	2
c53	2
c54	2
c55	2
c56	2
c57	2
c58	2
c59	2
c60	2
c61	2
c62	2
c63	2
c64	2
c65	2
c66	2
c67	2
c68	2
c69	2
c70	2
c71	2
c72	2
c73	2
c74	2
c75	2
c76	2
c77	2
c78	2
c79	2
c80	2
c81	2
c82	2
c83	2
c84	2
c85	2
c86	2
c87	2
c88	2
c89	2
c90	2
c91	2
c92	2
c93	2
c94	2
c95	2
c96	2
c97	2
c98	2
c99	2
c100	2
c101	2
c102	2
c103	2
c104	2
c105	2
c106	2
c107	2
c108	2
c109	2
c110	2
c111	2
c112	2
c113	2
c114	2
c115	2
c116	2
c117	2
c118	2
c119	2
c120	2
c121	2
c122	2
c123	2
c124	2
c125	2
c126	2
c127	2
c128	2
c129	2
c130	2
c131	2
c132	2
c133	2
c134	2
c135	2
c136	2
c137	2
c138	2
c139	2
c140	2
c141	2
c142	2
c143	2
c144	2
c145	2
c146	2
c147	2
c148	2
c149	2
c150	2
c151	2
c152	2
c153	2
c154	2
c155	2
c156	2
c157	2
c158	2
c159	2
c160	2
c161	2
c162	2
c163	2
c164	2
c165	2
c166	2
c167	2
c168	2
c169	2
c170	2
c171	2
c172	2
c173	2
c174	2
c175	2
c176	2
c177	2
c178	2
c179	2
c180	2
c181	2
c182	2
c183	2
c184	2
c185	2
c186	2
c187	2
c188	2
c189	2
c190	2
c191	2
c192	2
c193	2
c194	2
c195	2
c196	2
c197	2
c198	2
c199	2
c200	2
c201	2
c202	2
c203	2
c204	2
c205	2
c206	2
c207	2
c208	2
c209	2
c210	2
c211	2
c212	2
c213	2
c214	2
c215	2
c216	2
c217	2
c218	3
c219	3
c220	3
c221	3
c222	3
c223	3
c224	3
c225	3
c226	3
c227	3
c228	3
c229	3
c230	3
c231	3
c232	3
c233	3
c234	3
c235	3
c236	3
c237	3
c238	3
c239	3
c240	3
c241	3
c242	3
c243	3
c244	3
c245	3
c246	3
c247	3
c248	3
c249	3
c250	3
c251	3
c252	3
c253	3
c254	3
c255	3
c256	3
c257	3
c258	3
c259	3
c260	3
c261	3
c262	3
c263	3
c264	3
c265	3
c266	3
c267	3
c268	3
c269	3
c270	3
c271	3
c272	3
c273	3
