0	0610007P14Rik
1	0610009B22Rik
2	0610009E02Rik
3	0610009L18Rik
4	0610009O20Rik
5	0610010F05Rik
6	0610010K14Rik
7	0610012G03Rik
8	0610025J13Rik
9	0610030E20Rik
10	0610033M10Rik
11	0610037L13Rik
12	0610038B21Rik
13	0610039K10Rik
14	0610040B10Rik
15	0610040F04Rik
16	0610040J01Rik
17	0610043K17Rik
18	1010001B22Rik
19	1010001N08Rik
20	1110002E22Rik
21	1110002J07Rik
22	1110002L01Rik
23	1110002O04Rik
24	1110003F10Rik
25	1110004E09Rik
26	1110004F10Rik
27	1110006O24Rik
28	1110008F13Rik
29	1110008L16Rik
30	1110008P14Rik
31	1110012L19Rik
32	1110018N20Rik
33	1110019D14Rik
34	1110020A21Rik
35	1110025M09Rik
36	1110028F11Rik
37	1110032A03Rik
38	1110034G24Rik
39	1110035H17Rik
40	1110036E04Rik
41	1110037F02Rik
42	1110038B12Rik
43	1110038F14Rik
44	1110046J04Rik
45	1110051M20Rik
46	1110059E24Rik
47	1110059G10Rik
48	1110065P20Rik
49	1190002N15Rik
50	1190005I06Rik
51	1190007I07Rik
52	1200007C13Rik
53	1300002E11Rik
54	1300017J02Rik
55	1500002C15Rik
56	1500002F19Rik
57	1500004A13Rik
58	1500009L16Rik
59	1500011B03Rik
60	1500011K16Rik
61	1500012K07Rik
62	1500015A07Rik
63	1500015O10Rik
64	1500026H17Rik
65	1500035N22Rik
66	1600002D24Rik
67	1600002H07Rik
68	1600002K03Rik
69	1600010M07Rik
70	1600012H06Rik
71	1600014C10Rik
72	1600020E01Rik
73	1600023N17Rik
74	1600029O15Rik
75	1700001C19Rik
76	1700001G11Rik
77	1700001G17Rik
78	1700001J04Rik
79	1700001L05Rik
80	1700001L19Rik
81	1700001O22Rik
82	1700003E16Rik
83	1700003F12Rik
84	1700003G13Rik
85	1700003H04Rik
86	1700003M07Rik
87	1700003N22Rik
88	1700007F19Rik
89	1700007G11Rik
90	1700007K13Rik
91	1700007L15Rik
92	1700008J07Rik
93	1700008O03Rik
94	1700009J07Rik
95	1700010B13Rik
96	1700010I14Rik
97	1700011D18Rik
98	1700012D14Rik
99	1700015F17Rik
100	1700016A09Rik
101	1700016K19Rik
102	1700016P03Rik
103	1700017B05Rik
104	1700018A04Rik
105	1700018L02Rik
106	1700019B03Rik
107	1700019D03Rik
108	1700019G24Rik
109	1700019N19Rik
110	1700020I14Rik
111	1700020L24Rik
112	1700021A07Rik
113	1700021F05Rik
114	1700021F13Rik
115	1700022I11Rik
116	1700022N22Rik
117	1700023F06Rik
118	1700023H06Rik
119	1700024P16Rik
120	1700025G04Rik
121	1700027J19Rik
122	1700028E10Rik
123	1700028J19Rik
124	1700028K03Rik
125	1700029H14Rik
126	1700029I15Rik
127	1700029J07Rik
128	1700030C10Rik
129	1700030J22Rik
130	1700030K09Rik
131	1700031P21Rik
132	1700034H15Rik
133	1700034P13Rik
134	1700037C18Rik
135	1700037H04Rik
136	1700040L02Rik
137	1700041G16Rik
138	1700047M11Rik
139	1700048O20Rik
140	1700052K11Rik
141	1700054A03Rik
142	1700055D18Rik
143	1700056E22Rik
144	1700056N10Rik
145	1700058P15Rik
146	1700066B17Rik
147	1700066B19Rik
148	1700066J03Rik
149	1700066M21Rik
150	1700067G17Rik
151	1700067K01Rik
152	1700067P10Rik
153	1700069B07Rik
154	1700069L16Rik
155	1700073E17Rik
156	1700080G11Rik
157	1700084C06Rik
158	1700084E18Rik
159	1700084J12Rik
160	1700086O06Rik
161	1700086P04Rik
162	1700088E04Rik
163	1700093J21Rik
164	1700093K21Rik
165	1700095J03Rik
166	1700096K18Rik
167	1700097N02Rik
168	1700101I11Rik
169	1700102P08Rik
170	1700104B16Rik
171	1700105P06Rik
172	1700108F19Rik
173	1700109H08Rik
174	1700112D23Rik
175	1700112E06Rik
176	1700112J16Rik
177	1700112L15Rik
178	1700113A16Rik
179	1700119H24Rik
180	1700120C14Rik
181	1700120K04Rik
182	1700122E12Rik
183	1700123M08Rik
184	1700123O20Rik
185	1700124L16Rik
186	1700125H20Rik
187	1810006J02Rik
188	1810009A15Rik
189	1810010D01Rik
190	1810010H24Rik
191	1810011H11Rik
192	1810011O10Rik
193	1810012K08Rik
194	1810012K16Rik
195	1810013L24Rik
196	1810014B01Rik
197	1810019D21Rik
198	1810019N24Rik
199	1810020O05Rik
200	1810021B22Rik
201	1810022K09Rik
202	1810024B03Rik
203	1810026B05Rik
204	1810030O07Rik
205	1810032O08Rik
206	1810034E14Rik
207	1810037I17Rik
208	1810041H14Rik
209	1810041L15Rik
210	1810043G02Rik
211	1810044D09Rik
212	1810046K07Rik
213	1810049J17Rik
214	1810053B23Rik
215	1810055G02Rik
216	1810058I24Rik
217	1810059C17Rik
218	1810059H22Rik
219	1810062G17Rik
220	1810062O18Rik
221	1810064F22Rik
222	1810065E05Rik
223	2010001A14Rik
